0,words
2,msc_page
23,Guy
163,get
12,tattoo
215,SXSW
19,could
86,win
77,free
1012,iPad
643,2
4,#tattoo
48,#ipad
1,#allshare
64,guy
25,front
40,panel
126,ipad
1,etch-a-sketch
56,case
224,...
11,device
1,wondeR
597,?
1,#iusxsw
24,Check
11,Design
8,Headaches
8,Tablets
5,Call
6,Morning
18,#tapworthy
23,First
10,Thanks
24,sign
569,!
3,Looks
73,like
35,hour
5,late
1,#sadpanda
1,Attn
11,dude
56,use
131,new
9,camera
1,middle
1,overcrowd
8,presentation
10,rock
4,#fail
99,#iPad
7,interface
8,control
6,top
37,mobile
2,bottom
2,Aaron
2,P
45,apps
13,feel
9,web
15,much
2,browser
19,IPad
1,neither
6,print
10,#newsapps
2,#seenatsxsw2011
32,Best
39,thing
77,see
12,far
8,man
3,beg
13,street
7,corner
29,money
120,apple
600,store
2,Sad
78,I'm
20,really
3,mess
67,make
11,instead
7,bet
23,someone
29,leave
14,queue
1,Take
3,Two
3,excite
24,hear
14,live
28,I've
16,weekend
66,give
24,#Japan
36,relief
75,need
2,Send
1,waaaambulance
8,:(
11,Yes
1,depress
66,rumor
1,mill
27,3
12,6
7,15
1,slightly
1,thinner
3,rare
1,earths
10,different
35,still
1,smudgy
23,screen
14,post
5,jealous
2,BTW
1,auto
1,corrects
2,ass's
7,joke
40,check
41,game
1,changer
1,multiplicity
2,option
4,either
4,p
1,ay
8,content
103,popup
81,#apple
6,lone
15,security
7,guard
6,enjoy
75,#ipad2
102,go
22,sale
21,Friday
60,day
42,start
11,Wonder
27,many
11,attendee
9,spend
18,stand
226,line
10,#gsdm
8,#agnerd
7,confession
31,laptop
16,blackberry
20,follow
6,afar
6,#agchat
2,couch
3,prop
1,gut
7,full
1,breakfast
1,taco
2,dangerous
4,position
1,inertia
8,What's
14,happen
17,tonight
22,friend
18,can't
37,wait
5,Want
30,head
1,www.pep.jobs/upc
20,enter
7,must
5,present
52,say
1,ubiquitous
13,lot
1,faster
32,anyone
7,expect
37,year
15,even
2,mo
8,ago
45,1
2,350
7,they'll
7,99
89,know
8,Look
579,iPhone
1,#Smile
47,think
43,Apple's
179,pop-up
444,Austin
44,would
4,interest
9,actually
88,pop
844,Apple
3,nut
26,pack
2,11:30
18,two
3,Austin-area
7,retail
11,location
2,anticipation
9,gadget
8,#gadgets
4,sort
10,wish
266,Store
63,sell
2,actual
7,#enchantment
1,Bright
13,spot
1,Pagemaker
28,save
8,believe
2,God
10,b
3,c
2,explanation
1,survival
