0,words
1,attend
158,iPad
17,design
7,headache
15,ipad
79,2
32,...
1,conflagration
1,doofusness
2,spent
1,"1,000+"
15,come
13,SXSW
8,already
19,use
9,1
12,wait
1,couple
3,city
4,block
78,?
4,#ipad2
13,I'm
12,see
2,wild
22,people
16,say
12,fast
9,still
3,pic
2,terrible
2,Trying
1,balance
3,power
20,need
123,iPhone
5,v
6,3G
7,suck
2,quick
3,Might
25,go
1,airplane
1,mode
9,Best
13,thing
14,I've
11,hear
8,weekend
16,give
13,money
9,#Japan
8,relief
6,Barry
5,Diller
18,think
7,content
1,nut
2,find
11,good
4,stream
3,follow
1,inane
14,tweet
1,surely
1,SouthBy
3,Hey
1,bout
2,donate
3,spend
16,new
16,#iPad
2,Japan
1,REALLY
5,feel
5,bad
1,place
6,try
30,get
4,everyone
19,one
1,#techiesunite
1,thought
15,would
3,lot
9,even
3,touch
1,Hmmzies
5,first
1,exist
6,last
9,year
32,like
2,pull
1,antique
1,everytime
1,shoot
1,display
2,search
1,result
4,:(
1,question
1,later
1,#osmpw
2,fan
3,trend
2,audience
2,share
2,opinion
11,via
4,hold
2,listen
2,#annoying
9,#Apple
1,Open
2,Pop-Up
1,Shop
1,<---
4,cool
3,concept
4,#iPad2
8,New
2,rule
2,ooing
2,ahing
5,big
3,deal
2,Everybody
2,:-)
1,whole
16,day
9,w
5,laptop
1,Things
3,miss
1,FTP
1,cloudapp
3,type
1,skype
1,Paper
12,phone
1,Means
1,likely
2,useless
7,well
6,#fail
12,#tapworthy
12,Design
10,Headaches
1,avoid
1,pitfall
1,challenge
1,March
2,11
6,2011
1,4:59
1,PM
1,PST
9,Novelty
17,news
21,apps
10,fade
9,among
8,digital
9,delegate
4,Take
3,Two
2,Tablet
5,Call
4,Morning
1,rear-facing
5,camera
2,Nothing
2,DOUCHE
2,CAKE
8,walk
5,around
3,IPAD
4,Iphone
1,heard
5,buy
2,makeshift
86,Apple
16,Store
3,launch
3,Fuck
1,respect
7,much
1,#wwsxsw
3,official
16,take
6,photo
13,look
5,weird
1,compose
1,acerbic
1,cynical
9,user
6,crash
1,dump
1,#twitterpower
1,#imthatgood
2,Srsly
6,love
1,promo
9,hate
1,excludes
1,Esp
1,since
1,insists
2,Disney
1,hop
1,notice
1,#technology
1,#mobile
1,#prodmktg
1,lean
3,web
1,convention
1,small
9,button
1,#UXDes
2,LOL
2,true
6,live
10,work
3,Hmm
3,interactive
5,mobile
2,compatible
2,Maybe
4,next
2,Getting
1,ready
1,walked
18,line
1,Bahahahaha
68,!
1,least
4,5
14,long
2,Note
2,self
2,downside
3,white
5,expect
4,mock
4,Tablets
5,panel
1,excite
1,Turning
4,Twitter
3,#ipad
1,forget
2,kick
13,talk
8,life
7,can't
2,sync
7,session
1,partial
1,fine
2,decide
12,want
1,IPad
2,interface
2,metaphor
4,Looks
3,book
11,make
1,behave
1,Simple
3,stuff
1,often
1,forgotten
2,malady
2,Elbow
4,iPad's
11,back
4,heat
4,million
4,sun
4,hand
2,thanks
1,Popup
2,First
1,impression
6,may
1,lemon
1,Backlight
1,bleed
1,thru
1,bottom
1,Well
4,Cashmore
1,crush
1,non-endorsement
1,#checkins
1,#ouch
1,yeah
1,Ken
1,Calhoun
1,man
2,real
1,bring
1,Sun
3,glad
5,ridiculous
7,someone
2,Cannot
2,concert
2,#Silly
1,UI
1,tip
2,hack
3,approach
1,skepticism
1,Xoom
1,emulate
1,mouse-click
2,keyboard
1,input
2,mean
1,we're
7,yet
1,#gswsxsw
1,#futureoftouch
1,Content
1,move
1,browser
1,replicate
9,u
1,press
1,thinking
1,actually
1,alone
4,enough
1,trip
1,hey
3,twitter
6,way
1,disaster
1,area
2,filter
4,right
5,really
1,care
4,Guy
1,slide
1,Awkward
3,Josh
3,Clark
1,learn
1,Look
1,shame
1,mine
2,disagree
3,Peter
3,minor
3,improvement
4,worth
3,unless
4,burn
2,Please
1,preferrably
2,hashtags
1,deficit
1,Sitting
1,floor
3,behind
4,guy
1,who's
1,fondle
1,disturb
1,corner
3,two
8,#iPhone
1,sorry
6,#apple
1,Man
1,panhandle
2,world
1,#tablet
1,internet
1,blur
1,tech-nerds
1,stand
6,4
8,hour
3,remember
1,horror
1,movie
2,..
2,I'd
4,3
1,teleporting
1,capability
8,nothing
1,sillier
3,watch
1,record
1,video
2,Agreed
4,#apps
3,#media
1,fully
1,anticipate
9,every
1,geek-douche
1,tot
3,also
1,invent
1,dislike
2,There's
4,call
1,count
1,reasonable
2,there's
1,Cashmere
1,Mashable
2,Thinks
1,huge
1,step
1,PR
1,team
1,parachute
31,store
7,sell
1,everything
1,except
1,64gig
3,wifi
1,rumor
1,mill
2,6
2,15
1,slightly
1,thinner
1,rare
1,earths
1,case
2,different
1,smudgy
4,screen
1,#UXdes
1,standard
1,navigation
1,tool
2,might
2,Anyone
1,#tsunami
1,victim
6,instead
1,Epic
23,Austin
1,Finally
1,feed
1,#AngryBirds
1,Julian
1,scream
1,no-fly
1,zone
1,pigfucker
1,throw
1,kid
2,Hipsters
1,oversized
1,earphone
1,plug
1,happy
2,Texas
1,loose
1,gun
1,law
2,eff
2,hubby
3,point
2,towards
2,line-up
2,wife
2,number
3,#
4,upgrade
4,iOS
2,TweetDeck
2,unstable
2,#nten
2,#11ntc
3,read
6,release
3,Good
2,lord
2,vortex
2,smugness
2,unbearable
2,saw
2,picture
15,time
2,#sightings
1,Slides
3,Really
2,interesting
1,designer
1,cartoonishly
1,large
1,#CStejas
3,group
4,ppl
1,table
3,Everyone
1,thier
5,yes
1,fanboys
1,valid
1,tho
1,enjoy
4,stupid
1,pix
3,believe
3,Part
2,Journalsim
4,support
2,democracy
2,Informed
2,populous
2,focus
4,#newsapps
1,Put
1,idiot
1,#SMComedyFyeah
1,Attended
1,preso
1,simply
1,#100tc
